id,country_code,lang,user,tweet_text_orginal,tweet_text_en,tweet_date,context_annotations
1232777955920752641,FR,fr,"Response(data=<User id=217749896 name=Marine Le Pen username=MLP_officiel>, includes={}, errors=[], meta={})","Je serai présente demain à la réunion organisée par Matignon, et j'espère y obtenir du Premier ministre @EPhilippePM des réponses à des questions précises et essentielles, que beaucoup de Français se posent également, concernant la gestion de la crise du #Coronavirus. MLP",i will be present tomorrow in the meeting organized by matignon and i hope to obtain from the prime minister from answers to specific and essential questions which many french people also arise concerning the management of the #coronavirus crisis mlp,2020-02-26 21:22:23+00:00,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '822153193526169600', 'name': 'Marine Le Pen', 'description': 'Marine Le Pen'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '864790347636850688', 'name': 'Édouard Philippe', 'description': 'Édouard Philippe'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '822153193526169600', 'name': 'Marine Le Pen', 'description': 'Marine Le Pen'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '864790347636850688', 'name': 'Édouard Philippe', 'description': 'Édouard Philippe'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '822153193526169600', 'name': 'Marine Le Pen', 'description': 'Marine Le Pen'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847878884917886977', 'name': 'Politics', 'description': 'Politics'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '864790347636850688', 'name': 'Édouard Philippe', 'description': 'Édouard Philippe'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1070032753834438656', 'name': 'Political figures', 'description': 'Politician'}}]"
1232750092257497088,FR,fr,"Response(data=<User id=217749896 name=Marine Le Pen username=MLP_officiel>, includes={}, errors=[], meta={})","Je suggère à @LeaSalame, qui était sceptique ce matin, de lire cette mise au point de Xavier Raufer sur l'insécurité en France, et plus particulièrement sur les statistiques des cambriolages, qui sont TRAFIQUÉES par le Ministère de l'Intérieur ! MLP

https://t.co/XnmFzryP4D",i suggest at who was skeptical this morning to read this development of xavier raufer on insecurity in france and more particularly on the statistics of burglaries which are tampered with the ministry of the interior mlp,2020-02-26 19:31:40+00:00,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '822153193526169600', 'name': 'Marine Le Pen', 'description': 'Marine Le Pen'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '822153193526169600', 'name': 'Marine Le Pen', 'description': 'Marine Le Pen'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '822153193526169600', 'name': 'Marine Le Pen', 'description': 'Marine Le Pen'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847878884917886977', 'name': 'Politics', 'description': 'Politics'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1070032753834438656', 'name': 'Political figures', 'description': 'Politician'}}]"
1232739830444019712,FR,fr,"Response(data=<User id=217749896 name=Marine Le Pen username=MLP_officiel>, includes={}, errors=[], meta={})","Tout mon soutien aux Italiens confrontés à l'épidémie de #coronavirus !

Que ce soit clair : les mesures de précaution que nous demandons visent à freiner la propagation, et ne sont aucunement la marque d'une quelconque hostilité à l'égard des pays et peuples concernés... MLP","all my support for the italians faced with the #coronavirus epidemic 

 whether it is clear the precautionary measures that we ask aim to curb the spread and are in no way the mark of any hostility towards the countries and peoples concerned  mlp",2020-02-26 18:50:53+00:00,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '822153193526169600', 'name': 'Marine Le Pen', 'description': 'Marine Le Pen'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '822153193526169600', 'name': 'Marine Le Pen', 'description': 'Marine Le Pen'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '822153193526169600', 'name': 'Marine Le Pen', 'description': 'Marine Le Pen'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847878884917886977', 'name': 'Politics', 'description': 'Politics'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1070032753834438656', 'name': 'Political figures', 'description': 'Politician'}}]"
1232701534267486208,FR,fr,"Response(data=<User id=217749896 name=Marine Le Pen username=MLP_officiel>, includes={}, errors=[], meta={})","Aux côtés de @JPGarraud, je présentais ce matin notre premier Livre Blanc consacré à la sécurité : il y a urgence d’agir face à l'explosion de l'insécurité et l'inaction de #Macron et de son gouvernement en la matière !

🎥 Voir la conférence de presse 👉🏻 https://t.co/sOqhcDf00J https://t.co/wgiUfodHwY",alongside i presented this morning our first white paper devoted to security there is an urgency to act in the face of the explosion of insecurity and the inaction of #macron and its government in the matter see the press conference,2020-02-26 16:18:42+00:00,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '822153193526169600', 'name': 'Marine Le Pen', 'description': 'Marine Le Pen'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '822153632002904064', 'name': 'Emmanuel Macron', 'description': 'Emmanuel Macron'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '822153193526169600', 'name': 'Marine Le Pen', 'description': 'Marine Le Pen'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '822153632002904064', 'name': 'Emmanuel Macron', 'description': 'Emmanuel Macron'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '822153193526169600', 'name': 'Marine Le Pen', 'description': 'Marine Le Pen'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '822153632002904064', 'name': 'Emmanuel Macron', 'description': 'Emmanuel Macron'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847878884917886977', 'name': 'Politics', 'description': 'Politics'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1070032753834438656', 'name': 'Political figures', 'description': 'Politician'}}]"
1232627547734773763,FR,fr,"Response(data=<User id=217749896 name=Marine Le Pen username=MLP_officiel>, includes={}, errors=[], meta={})","📹 « Bien sûr qu'il faut accorder l'asile en France à #AsiaBibi, comme à #JulianAssange. Ils correspondent de toute évidence aux critères, bien plus que ce #PiotrPavlenski, qui est un agitateur délinquant professionnel ! » #Le79Inter https://t.co/yVwj09jS6b",“of course it is necessary to grant asylum in france to #asiabibi as in #julianassange they obviously correspond to the criteria much more than this #piotrpavlenski which is a professional delinquent agitator » #leinter,2020-02-26 11:24:43+00:00,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1063444223960113152', 'name': 'Julian Assange', 'description': 'Julian Assange'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '822153193526169600', 'name': 'Marine Le Pen', 'description': 'Marine Le Pen'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '822153193526169600', 'name': 'Marine Le Pen', 'description': 'Marine Le Pen'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '822153193526169600', 'name': 'Marine Le Pen', 'description': 'Marine Le Pen'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847878884917886977', 'name': 'Politics', 'description': 'Politics'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1070032753834438656', 'name': 'Political figures', 'description': 'Politician'}}]"
1232626713663856645,FR,fr,"Response(data=<User id=217749896 name=Marine Le Pen username=MLP_officiel>, includes={}, errors=[], meta={})","📹 « C'est un très mauvais coup qui est porté aux Français avec cette #RéformeDesRetraites. L'avenir de nos retraités est très sombre. Il faut TOUT faire pour empêcher cette réforme de s'appliquer, y compris en revenant dessus lorsqu'Emmanuel Macron sera battu ! » #Le79Inter https://t.co/d9GRxXYAM6",“it is a very bad shot that is brought to the french with this #reform of retraits the future of our retirees is very dark you have to do everything to prevent this reform from applying including coming back on it when emmanuel macron will be beaten » #leinter,2020-02-26 11:21:24+00:00,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '822153193526169600', 'name': 'Marine Le Pen', 'description': 'Marine Le Pen'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '822153632002904064', 'name': 'Emmanuel Macron', 'description': 'Emmanuel Macron'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '822153193526169600', 'name': 'Marine Le Pen', 'description': 'Marine Le Pen'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '822153632002904064', 'name': 'Emmanuel Macron', 'description': 'Emmanuel Macron'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '822153193526169600', 'name': 'Marine Le Pen', 'description': 'Marine Le Pen'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '822153632002904064', 'name': 'Emmanuel Macron', 'description': 'Emmanuel Macron'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847878884917886977', 'name': 'Politics', 'description': 'Politics'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1070032753834438656', 'name': 'Political figures', 'description': 'Politician'}}]"
1232624689610199042,FR,fr,"Response(data=<User id=217749896 name=Marine Le Pen username=MLP_officiel>, includes={}, errors=[], meta={})","📹 « Je crains qu'Emmanuel Macron ne s'intéresse à la question du communautarisme islamiste que pour des raisons électoralistes. En réalité, malheureusement, il se moque de tout cela, il ne comprend pas où est le problème, et les mesures annoncées sont dérisoires... » #Le79Inter https://t.co/8PJyO65WCu",i fear that emmanuel macron is only interested in the question of islamist communitarianism for electoral reasons in reality unfortunately he laughs at all of this he does not understand where the problem is and the measures announced are derisory #leinter,2020-02-26 11:13:21+00:00,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '822153193526169600', 'name': 'Marine Le Pen', 'description': 'Marine Le Pen'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '822153632002904064', 'name': 'Emmanuel Macron', 'description': 'Emmanuel Macron'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '822153193526169600', 'name': 'Marine Le Pen', 'description': 'Marine Le Pen'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '822153632002904064', 'name': 'Emmanuel Macron', 'description': 'Emmanuel Macron'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '822153193526169600', 'name': 'Marine Le Pen', 'description': 'Marine Le Pen'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '822153632002904064', 'name': 'Emmanuel Macron', 'description': 'Emmanuel Macron'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847878884917886977', 'name': 'Politics', 'description': 'Politics'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1070032753834438656', 'name': 'Political figures', 'description': 'Politician'}}]"
1232619087509049345,FR,fr,"Response(data=<User id=217749896 name=Marine Le Pen username=MLP_officiel>, includes={}, errors=[], meta={})","📹 « L'insécurité explose dans notre pays, les chiffres de l'année 2019 sont catastrophiques. La sécurité doit être une priorité : il faut une loi de programmation sur cinq ans, avec un effort budgétaire qui est absolument nécessaire ! » #Le79Inter https://t.co/jdx3Ulf6oa",“insecurity explodes in our country the figures for are catastrophic security must be a priority a five year programming law is needed with a budgetary effort which is absolutely necessary » #leinter,2020-02-26 10:51:06+00:00,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '822153193526169600', 'name': 'Marine Le Pen', 'description': 'Marine Le Pen'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '822153193526169600', 'name': 'Marine Le Pen', 'description': 'Marine Le Pen'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '822153193526169600', 'name': 'Marine Le Pen', 'description': 'Marine Le Pen'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847878884917886977', 'name': 'Politics', 'description': 'Politics'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1070032753834438656', 'name': 'Political figures', 'description': 'Politician'}}]"
1232610425587539974,FR,fr,"Response(data=<User id=217749896 name=Marine Le Pen username=MLP_officiel>, includes={}, errors=[], meta={})","📹 « Je suis frappée par l'incohérence des choix du gouvernement face au #CoronavirusFrance. Pourquoi rapatrie-t-on des Français que l'on met en quarantaine, alors qu'on laisse des avions des mêmes provenances atterrir tous les jours sans aucun contrôle ?! » #Le79Inter https://t.co/XDQsw6yJ74",“i am struck by the inconsistency of government choices against #coronavirusfrance why do we repatriate french people who are quarantined when we let planes of the same provenances land every day without any control » #leinter,2020-02-26 10:16:40+00:00,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '822153193526169600', 'name': 'Marine Le Pen', 'description': 'Marine Le Pen'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '822153193526169600', 'name': 'Marine Le Pen', 'description': 'Marine Le Pen'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '822153193526169600', 'name': 'Marine Le Pen', 'description': 'Marine Le Pen'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847878884917886977', 'name': 'Politics', 'description': 'Politics'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1070032753834438656', 'name': 'Political figures', 'description': 'Politician'}}]"
1232719100855701504,FR,fr,"Response(data=<User id=80820758 name=Jean-Luc Mélenchon username=JLMelenchon>, includes={}, errors=[], meta={})","«Il est frappant de voir une catégorie sociale entière basculer dans un point de vue d'insurrection citoyenne contre un ordre». 

#Avocats #ReformeDesRetraites #Retraites https://t.co/b04SvgiD5i",it is striking to see an entire social category switch to a civic insurrection point of view against an order #avocats #reforcesretraites #retraites,2020-02-26 17:28:31+00:00,"[{'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10043311568', 'name': 'Insurrection'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1466058925661245445', 'name': 'Jean-Luc Mélenchon'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '1466058925661245445', 'name': 'Jean-Luc Mélenchon'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1466058925661245445', 'name': 'Jean-Luc Mélenchon'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847878884917886977', 'name': 'Politics', 'description': 'Politics'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1070032753834438656', 'name': 'Political figures', 'description': 'Politician'}}]"
